ano,codigo_del_departamento,departamento_de_oferta_del,codigo_del_municipio_programa,municipio_de_oferta_del,doctorado,especializaci_n_m_dico_quir,especializaci_n_t_cnico,especializacion_tecnologica,especializacion_universitaria,formacion_tecnica_profesio0l,maestria,tecnologica,universitaria,matricula_total,ies_con_oferta
2018,19,CAUCA,19622,ROSAS,0,0,0,0,0,0,0,0,31,31,1
2018,19,CAUCA,19698,SANTANDER DE QUILICHAO,0,0,0,0,11,1,184,1102,4289,5587,7
2018,19,CAUCA,19821,TORIBIO,0,0,0,0,0,0,0,0,73,73,1
2018,20,CESAR,20001,VALLEDUPAR,0,0,0,32,2894,0,183,8175,23316,34600,15
2018,20,CESAR,20011,AGUACHICA,0,0,0,0,0,0,0,1838,1792,3630,3
2018,20,CESAR,20060,BOSCONIA,0,0,0,0,0,0,0,1,26,27,2
2018,20,CESAR,20228,CURUMANI,0,0,0,0,1,0,1,45,386,433,1
2018,20,CESAR,20710,SAN ALBERTO,0,0,0,0,0,15,0,0,0,15,1
2018,23,CORDOBA,23001,MONTERIA,9,12,0,8,1145,631,420,3456,28128,33809,17
2018,23,CORDOBA,23162,CERETE,0,0,0,0,0,98,0,35,722,855,1
2018,23,CORDOBA,23189,CIE0GA DE ORO,0,0,0,0,0,0,0,0,1882,1882,1
2018,23,CORDOBA,23350,LA APARTADA,0,0,0,0,0,0,0,1,0,1,1
2018,23,CORDOBA,23417,LORICA,0,0,0,0,0,0,0,0,1967,1967,3
2018,23,CORDOBA,23466,MONTELIBANO,0,0,0,0,0,0,0,0,224,224,2
2018,23,CORDOBA,23500,MO?ITOS,0,0,0,0,0,0,0,0,77,77,1
2018,23,CORDOBA,23555,PLANETA RICA,0,0,0,0,0,0,0,0,357,357,1
2018,23,CORDOBA,23574,PUERTO ESCONDIDO,0,0,0,0,0,0,0,0,48,48,1
2018,23,CORDOBA,23660,SAHAGUN,0,0,0,0,21,0,11,80,1219,1331,3
2018,23,CORDOBA,23670,SAN ANDRES DE SOTAVENTO,0,0,0,0,0,0,0,0,61,61,2
2018,23,CORDOBA,23675,SAN BER0RDO DEL VIENTO,0,0,0,0,0,0,0,0,98,98,1
2018,23,CORDOBA,23686,SAN PELAYO,0,0,0,0,0,0,0,0,23,23,1
2018,23,CORDOBA,23807,TIERRALTA,0,0,0,0,0,0,0,1,145,146,3
